Age,Gender,City,Position,Total years of experience,Seniority level,Your main technology,Yearly brutto salary in EUR,Main language at work,Company size,Company type
22,Male,Warsaw,Backend Developer,3,Middle,PHP,53900,Polish,51-100,Consulting
24,Male,Aachen,HiWi,3,Junior,Python,53600,English,Nov-50,University
27,Male,Berlin,Mobile Developer,3,Middle,Kotlin,53500,English,101-1000,Startup
24,Male,Munich,Software Engineer,3,Middle,Java,53000,English,1000+,Product
27,Female,Berlin,Data Scientist,3,Middle,Python,53000,English,51-100,Product
24,Male,Frankfurt,Frontend Developer,3,Middle,Javascript / Typescript,53000,English,51-100,Product
28,Female,Berlin,Software Engineer,3,Middle,Javascript / Typescript,53000,English,101-1000,Startup
23,Male,Berlin,Mobile Developer,3,Lead,Swift,53000,English,51-100,Startup
24,Male,Berlin,Backend Developer,3,Junior,C#,53000,English,1000+,Game Company
24,Male,Tallinn,Software Engineer,3,Junior,Java,53000,English,Nov-50,Product
27,Male,Prague,Software Engineer,3,Middle,.NET,53000,Czech,Nov-50,Product
23,Male,Berlin,Software Engineer,3,Middle,Javascript / Typescript,53000,English,1000+,Product
31,Male,Hamburg,ML Engineer,3,Lead,Python,53000,English,Nov-50,Startup
25,Male,Berlin,Data Engineer,3,Senior,Scala,53000,English,1000+,Product
29,Male,Berlin,Frontend Developer,3,Middle,React,52800,English,51-100,Product
31,Male,Munich,Software Engineer,3,Middle,Javascript / Typescript,52800,German,51-100,Product
23,Male,Berlin,Backend Developer,3,Middle,Java,52500,English,1000+,Product
28,Male,Wolfsburg,Software Engineer,3,Middle,Java,52500,English,101-1000,Consulting
25,Female,Frankfurt,Software Engineer,3,Middle,Java,52500,German,1000+,Product
28,Female,Berlin,Frontend Developer,3,Middle,Javascript / Typescript,52500,English,101-1000,Product
29,Male,Berlin,Data Engineer,3,Middle,Azure,52500,German,1000+,Utilities
26,Male,London,DevOps,3,Middle,networking,52200,English,51-100,Product
29,Male,Berlin,Frontend Developer,3,Middle,Javascript / Typescript,52000,English,51-100,Consulting
25,Female,Tampere (Finland),computer vision researcher,3,Junior,Python,52000,English,51-100,Science Institute
24,Female,Prague,Software Engineer,3,Middle,Java,52000,English,Nov-50,Startup
35,Male,Düsseldorf,Data Scientist,3,Middle,Python,52000,English,51-100,E-Commerce
26,Male,Eindhoven,ML Engineer,3,Middle,Python,52000,English,101-1000,Product
38,Female,Regensburg,ML Engineer,3,Middle,Python,52000,German,1000+,Product
27,Male,Hamburg,Backend Developer,3,Middle,.NET,52000,English,Nov-50,Consulting
27,Male,Berlin,Backend Developer,3,Middle,Java,52000,English,51-100,Product
30,Male,Frankfurt,Big Data Engineer,3,Middle,Python,52000,English,101-1000,Consulting and Product
23,Male,Dublin,Data Analyst,3,Senior,Python,52000,English,1000+,Product
22,Male,Istanbul,Backend Developer,3,Middle,PHP,52000,English,up to 10,Startup
28,Male,Warsaw,Data Scientist,3,Middle,Python,52000,English,101-1000,Product
34,Male,Berlin,ML Engineer,3,Senior,Python,52000,English,101-1000,Product
32,Male,Innsbruck,Data Scientist,3,Senior,Python,52000,English,1000+,Product
28,Female,Berlin,Data Analyst,3,Middle,SQL,52000,English,101-1000,Product
28,Male,Munich,Software Engineer,3,Junior,.NET,52000,English,1000+,Finance
28,Female,Berlin,Backend Developer,3,Middle,Python,52000,English,1000+,Product
33,Male,Berlin,Head of IT,3,Head,Python,51600,German,51-100,Product
24,Male,Munich,DevOps,3,Junior,Go,51072,English,1000+,FAANG
28,Male,Brussels,Robotics Engineer,3,Middle,C++,51000,English,up to 10,Startup
27,Female,Lisbon,Backend Developer,3,Middle,Java,51000,English,1000+,Consulting
30,Male,Berlin,Consultant,3,Middle,Java,51000,English,101-1000,Startup
30,Female,Berlin,Frontend Developer,3,Lead,Javascript / Typescript,51000,English,101-1000,Product
27,Male,Frankfurt,Software Engineer,3,Middle,Qlik,51000,German,Nov-50,Product
29,Male,Berlin,Backend Developer,3,Middle,Python,51000,English,Nov-50,Product
30,Male,Berlin,Backend Developer,3,Middle,Ruby,51000,English,101-1000,Startup
27,Female,Berlin,Data Scientist,3,Middle,Python,51000,English,101-1000,Startup
23,Male,Berlin,Data Scientist,3,Middle,Python,51000,English,51-100,Startup
26,Male,Munich,QA,3,Middle,Ruby,50800,English,51-100,Product
30,Male,Berlin,Backend Developer,3,Middle,Elixir,50500,English,Nov-50,Consulting
34,Male,Munich,Backend Developer,3,Junior,Java,50400,Deutsch,101-1000,Product
30,Male,Munich,Frontend Developer,3,Middle,Javascript / Typescript,50400,English,1000+,Product
24,Male,Berlin,ML Engineer,3,Middle,Python,50000,English,Nov-50,Startup
29,Female,Berlin,ML Engineer,3,Middle,Python,50000,English,Nov-50,Startup
30,Male,Munich,Data Scientist,3,Middle,Python,50000,English,101-1000,Startup
27,Female,Berlin,Data Scientist,3,Middle,Python,50000,English,1000+,Product
36,Male,Kyiv,DevOps,3,Middle,AWS,50000,Russian,1000+,Outsourcing
25,Male,Berlin,DevOps,3,Middle,Not Relevant,50000,English,101-1000,Startup
30,Female,Hamburg,Frontend Developer,3,Middle,Javascript / Typescript,50000,Deutsch,101-1000,Product
27,Male,Munich,Software Architect,3,Junior,Not Relevant,50000,English,1000+,Product
32,Male,Frankfurt,Data Scientist,3,Middle,Python,50000,Deutsch,1000+,Product
28,Female,London,Business Analyst,3,Middle,SQL,50000,English,Nov-50,Product
30,Male,Hamburg,Data Engineer,3,Senior,Python,50000,English,101-1000,Product
24,Male,Amsterdam,ML Engineer,3,Senior,Python,50000,English,Nov-50,Startup
26,Male,Moscow,Data Scientist,3,Middle,R,50000,English,1000+,Consulting
30,Female,London,Data Engineer,3,Junior,Azure,50000,English,1000+,Product
31,Male,Stuttgart,Data Engineer,3,Senior,Python,50000,Russian,1000+,Outsourcing
26,Male,Berlin,ML Engineer,3,Middle,Python,50000,English,Nov-50,Product
22,Male,London,"CTO (CEO, CFO)",3,Senior,Not Relevant,50000,English,51-100,Startup
26,Male,Stuttgart,Data Engineer,3,Middle,Python,50000,English,1000+,Product
26,Male,Odesa,Data Scientist,3,Senior,Python,50000,Russian,101-1000,Outsourcing
28,Male,Paris,Fullstack Developer,3,Middle,Java,50000,French,1000+,Consulting
27,Male,Munich,QA,3,Middle,Not Relevant,50000,English,101-1000,Product
38,Female,Berlin,Data Scientist,3,Senior,Python,50000,English,51-100,Startup
30,Male,Amsterdam,Data Scientist,3,Senior,R,50000,Dutch,1000+,Consulting
30,Male,Toulouse,Data Scientist,3,Middle,Python,50000,French,101-1000,Product
29,Female,Berlin,Data Scientist,3,Middle,Python,50000,Deutsch,101-1000,Product
34,Male,Frankfurt,Data Scientist,3,Middle,Python,50000,English,1000+,Product
39,Male,Berlin,Data Engineer,3,Senior,SQL,50000,English,101-1000,Startup
34,Male,Berlin,Frontend Developer,3,Middle,Javascript / Typescript,50000,English,101-1000,Product
25,Male,Moscow,Frontend Developer,3,Middle,Javascript / Typescript,50000,Russian,1000+,Product
28,Male,Munich,Fullstack Developer,3,Senior,Not Relevant,50000,English,1000+,Product
37,Male,Lugano,Fullstack Developer,3,Middle,.NET,50000,Italian,Nov-50,Product
29,Male,Berlin,Data Engineer,3,Middle,Python,50000,English,101-1000,Startup
33,Male,Cologne,Data Scientist,3,Middle,Python,50000,English,Nov-50,Startup
31,Male,Berlin,Frontend Developer,3,Junior,Javascript / Typescript,50000,Deutsch,51-100,Consulting
33,Male,Berlin,Data Scientist,3,Middle,Scala,50000,English,101-1000,Startup
24,Male,Berlin,Fullstack Developer,3,Middle,Javascript / Typescript,50000,English,51-100,Product
34,Female,Berlin,Manager,3,Middle,Javascript / Typescript,50000,English,101-1000,Product
29,Male,Berlin,Data Scientist,3,Middle,Python,50000,English,51-100,Startup
43,Male,Kaiserslautern,Data Scientist,3,Middle,Python,50000,English,1000+,University
31,Male,Berlin,Backend Developer,3,Middle,Java,50000,English,101-1000,Product
23,Female,Amsterdam,Backend Developer,3,Middle,Python,50000,English,1000+,Product
38,Male,Düsseldorf,Data Scientist,3,Middle,Python,50000,English,1000+,Product
23,Male,Moscow,Backend Developer,3,Middle,Erlang,49850,Russian,101-1000,Product
35,Female,Hamburg,Data Scientist,3,Middle,Python,49375,Deutsch,101-1000,Consulting
32,Male,Munich,Frontend Developer,3,Middle,Javascript / Typescript,49200,English,1000+,Product
40,Male,Munich,QA,3,Junior,Java,49000,Deutsch,101-1000,Consulting
37,Male,Berlin,Backend Developer,3,Middle,Ruby,49000,English,51-100,Startup
25,Male,Berlin,Fullstack Developer,3,Middle,PHP,49000,Deutsch,Nov-50,Startup
33,Female,Munich,Data Scientist,3,Junior,Python,49000,Deutsch,1000+,Product
29,Female,Berlin,Backend Developer,3,Middle,Java,49000,English,101-1000,Product
29,Male,Berlin,Frontend Developer,3,Middle,Javascript / Typescript,49000,English,101-1000,Product
27,Male,Hamburg,Backend Developer,3,Middle,Scala,49000,English,101-1000,Product
28,Male,Berlin,Data Analyst,3,Middle,SQL,49000,English,101-1000,Product
24,Male,Berlin,Backend Developer,3,Middle,PHP,49000,English,101-1000,Startup
35,Female,Berlin,QA,3,Middle,Java,48000,English,101-1000,Product
32,Female,Stuttgart,Manager,3,Middle,Not Relevant,48000,English,Nov-50,Product
32,Female,Berlin,Backend Developer,3,Middle,Java,48000,English,101-1000,Product
31,Male,Moscow,Data Scientist,2,Lead,Python,48000,Russian,1000+,Bank
26,Male,Berlin,Backend Developer,2,Middle,Java,48000,English,101-1000,Product
39,Female,Berlin,Data Scientist,2,Junior,Python,48000,English,up to 10,corporate incubator
26,Male,Stockholm,ML Engineer,2,Middle,Python,48000,English,1000+,Product
32,Female,Hamburg,Data Engineer,2,Junior,Aws,48000,German,101-1000,Consulting
24,Female,Stuttgart,Software Engineer,2,Middle,iOS,48000,English,Nov-50,Consulting
32,Female,Stuttgart,Stuttgart,2,Junior,Java,48000,English,1000+,Product
25,Male,Hamburg,Data Scientist,2,Middle,Python,48000,German,Nov-50,Product
30,Male,Moscow,Backend Developer,2,Middle,Python,48000,Russian,51-100,Startup
31,Female,Munich,Software Engineer,2,Middle,Java,48000,German,1000+,Product
29,Male,Cracovia,Frontend Developer,2,Middle,Javascript / Typescript,48000,Polish,1000+,Product
30,Male,Utrecht,Data Scientist,2,Middle,Python,48000,English,1000+,Product
27,Female,Munich,Frontend Developer,2,Middle,Javascript / Typescript,48000,English,101-1000,Startup
30,Male,Moscow,Backend Developer,2,Junior,Elixir,48000,English,101-1000,Product
28,Male,Berlin,Frontend Developer,2,Junior,Javascript / Typescript,48000,German,1000+,Publishing and Technology
26,Female,Berlin,Data Scientist,2,Junior,Python,48000,English,Nov-50,Consulting
33,Male,Nürnberg,Data Scientist,2,Middle,Python,48000,English,1000+,Market Research
33,Male,Berlin,Data Analyst,2,Middle,SQL,48000,English,101-1000,Product
28,Male,Rome,ML Engineer,2,Middle,Java,48000,English,1000+,Product
26,Male,Berlin,Data Engineer,2,Middle,Python,48000,English,1000+,Product
37,Female,Berlin,Data Scientist,2,Middle,Python,48000,German,101-1000,Publisher
27,Male,Berlin,Software Engineer,2,Lead,DWH,48000,English,1000+,Product
25,Male,Berlin,Mobile Developer,2,Middle,Swift,48000,English,1000+,Product
33,Male,Düsseldorf,Data Scientist,2,Lead,Spark,47745,English,1000+,Product
27,Male,Munich,Data Engineer,2,Junior,Python,47500,German,Nov-50,Consulting
24,Male,Berlin,Software Engineer,2,Junior,Javascript / Typescript,47500,German,1000+,Product
30,Female,Düsseldorf,Analyst,2,Junior,R,47500,English,1000+,Product
24,Male,Berlin,Software Engineer,2,Junior,Java,47400,German,up to 10,Consulting
26,Male,Berlin,Software Engineer,2,Middle,Javascript / Typescript,47000,English,1000+,Consulting
29,Female,Berlin,Data Scientist,2,Junior,R,47000,German,up to 10,Consulting
35,Female,Berlin,Frontend Developer,2,Junior,React,47000,English,101-1000,Startup
25,Female,Berlin,support engineer,2,Middle,Python,46000,English,1000+,Startup
25,Male,Frankfurt,DevOps,2,Junior,Python,46000,English,1000+,Consulting
26,Male,Berlin,Backend Developer,2,Junior,PHP,46000,German,Nov-50,Product
26,Male,Amsterdam,Data Scientist,2,Junior,Python,46000,English,51-100,Fintech
45,Male,Madrid,Data Scientist,2,Senior,Python,46000,Spanish,101-1000,Consulting
27,Male,Rome,Data Scientist,2,Junior,SQL,46000,Italian,1000+,Consulting
29,Male,Bonn,Data Scientist,2,Middle,Python,46000,English,1000+,Product
36,Male,Hamburg,Data Scientist,2,Middle,Python,46000,English,Nov-50,Product
35,Male,Berlin,Software Engineer,2,Middle,Python,46000,English,1000+,Product
30,Male,Munich,Data Scientist,2,Middle,Python,46000,English,Nov-50,Startup
28,Male,Wolfsburg,Software Engineer,2,Junior,C,46000,English,101-1000,Product
22,Male,Zürich,Product Management Praktikant,2,Intern,Python,46000,German,up to 10,Startup
26,Female,Hannover,QA Engineer,2,Middle,Tricentis Tosca,45600,German,1000+,Non-tech retail
22,Female,Eindhoven,Frontend Developer,2,Junior,Javascript,45600,English,Nov-50,Product
32,Female,Munich,It Consulting,2,Junior,Test Management,45600,German,1000+,Consulting
25,Male,Hamburg,ML Engineer,2,Middle,Python,45500,German,Nov-50,Product
25,Male,Cologne,ML Engineer,2,Middle,Python,45000,English,up to 10,Startup
27,Male,Düsseldorf,Backend Developer,2,Middle,PHP,45000,English,101-1000,Product
22,Male,Frankfurt,Software Engineer,2,Junior,Java,45000,German,1000+,Bank
27,Male,Munich,Software Engineer,2,Junior,Java,45000,English,101-1000,Product
42,Male,Hamburg,Data Scientist,2,Senior,Python,45000,German,1000+,Old industry
32,Female,Berlin,Software Engineer,2,Middle,Javascript / Typescript,45000,English,101-1000,Product
26,Male,Berlin,DevOps,2,Middle,Yaml,45000,English,51-100,Startup
24,Male,Berlin,ML Engineer,2,Middle,C++,45000,English,Nov-50,Startup
31,Male,Berlin,Backend Developer,2,Middle,Java,45000,English,1000+,Product
26,Male,Munich,Fullstack Developer,2,Junior,Java,45000,English,101-1000,Product
39,Female,Hamburg,Backend Developer,2,Middle,Ruby,45000,Deutsch,101-1000,Product
27,Female,Berlin,Data Scientist,2,Middle,Python,45000,English,51-100,Startup
45,Female,Munich,Frontend Developer,2,Junior,Java,45000,Deutsch,Nov-50,Consulting
25,Female,Munich,Frontend Developer,2,Junior,Javascript / Typescript,45000,Deutsch,51-100,Consulting
45,Female,Frankfurt,Database Developer (DBA),2,Middle,SQL,45000,Deutsch,51-100,Product
30,Male,Munich,ML Engineer,2,Middle,Python,45000,English,up to 10,Startup
26,Female,Frankfurt,Manager,2,Middle,Not Relevant,45000,Deutsch,51-100,Product
28,Male,Frankfurt,Data Scientist,2,Middle,Python,45000,Deutsch,101-1000,Product
34,Male,Freiburg,Backend Developer,2,Middle,Java,45000,English,101-1000,Consulting
32,Male,Vienna,Data Scientist,2,Middle,R,45000,English,101-1000,Product
24,Male,Stuttgart,DevOps,2,Junior,.NET,45000,Deutsch,1000+,Product
29,Female,Munich,ML Engineer,2,Middle,Python,45000,English,up to 10,Startup
29,Male,Munich,Data Scientist,2,Junior,Python,45000,Deutsch,Nov-50,Startup
32,Male,Nuremberg,Data Scientist,2,Middle,Python,45000,English,1000+,Consulting
29,Male,Berlin,Data Scientist,2,Middle,R,45000,French,101-1000,Product
30,Male,Berlin,Data Scientist,2,Middle,Python,45000,English,1000+,Consulting
26,Female,Berlin,Data Scientist,2,Junior,Python,45000,English,51-100,Startup
28,Male,Berlin,Data Engineer,2,Middle,Not Relevant,45000,Deutsch,1000+,Consulting
33,Male,Berlin,Support,2,Junior,Not Relevant,45000,Deutsch,101-1000,Product
24,Male,Brussels,Data Scientist,2,Junior,Python,45000,French,1000+,Consulting
34,Female,Berlin,Data Scientist,2,Middle,Python,44000,English,1000+,Consulting
35,Female,Berlin,Frontend Developer,2,Junior,Javascript / Typescript,44000,English,101-1000,Startup
23,Male,Jyvaskyla,Backend Developer,2,Middle,Python,44000,English,101-1000,Product
32,Male,Berlin,Backend Developer,2,Middle,Java,44000,English,1000+,Product
31,Female,Berlin,Data Scientist,2,Middle,Python,44000,English,101-1000,Startup
30,Male,Berlin,Fullstack Developer,2,Middle,Java,43500,Deutsch,101-1000,Consulting
24,Male,Moscow,ML Engineer,2,Middle,Python,43000,Russian,101-1000,Product
34,Female,Berlin,Software Architect,2,Junior,Java,43000,Deutsch,51-100,Product
29,Male,Munich,Data Scientist,2,Middle,Python,43000,Deutsch,1000+,Product
32,Male,Amsterdam,DevOps,2,Middle,AWS,42000,English,1000+,Outsourcing
32,Male,Berlin,Data Scientist,2,Junior,R,42000,English,51-100,Product
33,Male,Hamburg,Data Scientist,2,Middle,Python,42000,Deutsch,1000+,Product
34,Male,Berlin,Manager,2,Senior,Not Relevant,42000,Deutsch,51-100,Product
30,Male,Vienna,Frontend Developer,2,Junior,Javascript / Typescript,42000,English,up to 10,Startup
25,Male,Amsterdam,Backend Developer,2,Junior,Kotlin,42000,English,1000+,Bank
30,Male,Munich,Data Scientist,2,Middle,Python,42000,Deutsch,1000+,Product
32,Male,Frankfurt,ML Engineer,2,Middle,Python,42000,Deutsch,1000+,Consulting
30,Male,Berlin,Support,2,Middle,Python,42000,English,101-1000,Product
28,Male,Munich,Data Scientist,2,Junior,Python,42000,Deutsch,Nov-50,Consulting
28,Male,Berlin,Data Scientist,2,Junior,Python,42000,English,Nov-50,Startup
28,Male,Koblenz,Frontend Developer,2,Junior,Javascript / Typescript,42000,Deutsch,1000+,Product
28,Male,Amsterdam,QA,2,Middle,Kotlin,42000,English,51-100,Product
30,Male,Bremen,Backend Developer,2,Junior,Python,41160,Deutsch,Nov-50,Product
33,Male,Munich,Backend Developer,2,Junior,Java,40700,English,1000+,Product
35,Male,Munich,Frontend Developer,2,Middle,Javascript / Typescript,40146,English,Nov-50,Consulting
37,Male,Frankfurt,Embedded Developer,2,Junior,C++,40000,English,101-1000,Product
26,Male,Munich,ML Engineer,1,Junior,Python,40000,German,101-1000,Consulting
25,Female,Amsterdam,Data Scientist,1,Middle,Python,40000,English,Nov-50,Startup
25,Male,Munich,ML Engineer,1,Middle,Python,40000,English,1000+,Product
29,Male,Düsseldorf,Consultant Data Analytics,1,Junior,Python,40000,German,1000+,Consulting
36,Male,Nürnberg,Frontend Developer,1,Junior,Javascript / Typescript,40000,German,up to 10,Startup
33,Diverse,Hamburg,Software Engineer,1,Middle,Scala,40000,English,1000+,Product
36,Female,Berlin,DevOps,1,Middle,Java,39600,English,51-100,Consulting
27,Female,Munich,Mobile Developer,1,Junior,Kotlin,39400,English,Nov-50,Startup
25,Male,Berlin,Data Scientist,1,Junior,Python,39000,English,1000+,Product
24,Male,Munich,Data Scientist,1,Junior,C++,38400,English,101-1000,Startup
27,Female,Berlin,Data Analyst,1,Middle,Python,38400,English,1000+,Product
35,Male,Berlin,Software Engineer,1,Junior,FBD,38350,German,up to 10,Product
25,Female,Hamburg,working student (QA),1,Student,Ruby,38000,English,1000+,Product
22,Diverse,Cologne,QA Engineer,1,Head,Cobol,37500,German,1000+,Product
35,Female,Frankfurt,Software Engineer,1,Junior,ABAP,37500,German,51-100,Consulting
31,Female,Berlin,Software Engineer,1,Junior,React,37500,English,1000+,Retail
34,Female,Berlin,QA Engineer,1,Senior,Python,37000,German,1000+,Product
25,Male,Marseille,Data Scientist,1,Junior,Python,36819,English,up to 10,Startup
25,Female,Munich,ML Engineer,1,Junior,AI,36000,English,1000+,Product
30,Female,Berlin,Data Scientist,1,Junior,Python,36000,English,1000+,Product
29,Female,Cologne,ML Engineer,1,Middle,julia,36000,English,up to 10,Startup
27,Female,Berlin,Backend Developer,1,Junior,Java,36000,German,101-1000,Product
32,Female,Berlin,BI Analyst,1,Junior,Sql,36000,English,101-1000,Startup
23,Male,Munich,ML Engineer,1,Junior,Python,36000,English,101-1000,Product
28,Male,Berlin,ML Engineer,1,Junior,Python,36000,English,up to 10,Startup
24,Male,Berlin,Backend Developer,1,Working Student,Python,36000,German,up to 10,Startup
27,Male,Cologne,Software Engineer,1,Junior,C++,36000,German,Nov-50,Product
35,Male,Murnau am Staffelsee,Beikoch,1,Middle,Apotheker,36000,German,up to 10,Biergarten
25,Male,Brussels,Data Scientist,1,Junior,Python,36000,English,1000+,Consulting
23,Female,Berlin,Data analyst,1,Junior,Sql,36000,English,1000+,Startup
25,Male,Hamburg,Software Engineer,1,Junior,C#,35300,German,51-100,Startup
38,Male,Berlin,Fullstack Developer,1,Junior,Javascript / Typescript,35000,English,51-100,Startup
24,Female,Munich,Software Engineer,1,student,Python,35000,English,Nov-50,Startup
24,Female,Munich,Backend Developer,1,Junior,C++,35000,English,1000+,Product
24,Male,Frankfurt,DevOps,1,Junior,AWS,35000,Deutsch,51-100,Consulting
25,Male,Munich,Frontend Developer,1,Junior,Javascript / Typescript,34446,English,101-1000,Startup
25,Male,Munich,Frontend Developer,1,Junior,Javascript / Typescript,34000,English,101-1000,Startup
38,Female,Frankfurt,Frontend Developer,1,Junior,Javascript / Typescript,34000,Deutsch,101-1000,Consulting
28,Female,Berlin,Data Scientist,1,Junior,Python,34000,English,101-1000,Product
32,Female,Riga,Backend Developer,1,Junior,AWS,33200,English,51-100,Consulting
27,Male,Munich,Data Engineer,1,Middle,Python,33000,English,Nov-50,Startup
24,Female,Frankfurt,Fullstack Developer,1,Junior,Java,33000,Deutsch,1000+,Product
31,Female,Berlin,ML Engineer,1,Junior,Python,32000,Deutsch,101-1000,Consulting
28,Female,Frankfurt,Mainframe,1,Junior,PHP,32000,Deutsch,Nov-50,Startup
25,Male,Munich,Data Scientist,1,Junior,Python,32000,English,101-1000,Product
29,Male,Berlin,Frontend Developer,1,Junior,Javascript / Typescript,32000,English,1000+,Consulting
26,Male,Berlin,Researcher,1,Junior,Python,30000,English,1000+,University
20,Male,Kyiv,ML Engineer,1,Junior,Python,30000,Russian,Nov-50,Startup
27,Female,Düsseldorf,Data Scientist,1,Junior,R,30000,English,1000+,Product
26,Male,Frankfurt,Business Analyst,1,Junior,Not Relevant,30000,Deutsch,1000+,Consulting
23,Male,Cologne,Fullstack Developer,1,Junior,Java,30000,Deutsch,up to 10,Startup
29,Male,Frankfurt,Data Scientist,1,Senior,R,30000,Deutsch,1000+,Consulting
33,Female,Berlin,Data Scientist,1,Middle,Python,30000,English,101-1000,Startup
27,Female,Düsseldorf,Data Scientist,1,Junior,Python,30000,English,1000+,Product
28,Female,Berlin,Data Scientist,1,Junior,R,30000,Deutsch,Nov-50,Consulting
31,Female,Berlin,Data Scientist,1,Middle,Python,30000,English,101-1000,Consulting
32,Female,Berlin,Data Scientist,1,Junior,Python,29000,Deutsch,Nov-50,Startup
31,Female,Berlin,Data Scientist,1,Junior,Python,28800,English,Nov-50,Startup
28,Female,Hamburg,Data Scientist,1,Junior,R,28300,English,Nov-50,Startup
24,Female,Warsaw,Modelling Specialist,1,Junior,R,28000,Polish,1000+,Bank
24,Female,Warsaw,RPA developer,1,Junior,Python,27977,Polish,1000+,Bank
24,Female,Cologne,Data Scientist,1,Junior,Python,27000,English,up to 10,Consulting
30,Male,Amsterdam,Fullstack Developer,1,Junior,C++,27000,English,up to 10,Startup
29,Male,Rotterdam,Data Scientist,1,Middle,Python,26400,English,Nov-50,Consulting
22,Male,Kyiv,Data Scientist,1,Junior,Python,25300,Ukrainian,51-100,Product
40,Male,Nuremberg,Backend Developer,1,Junior,PHP,25000,English,51-100,Startup
26,Male,Amsterdam,Data Engineer,1,Junior,Python,25000,English,Nov-50,Consulting
27,Male,Heidelberg,Fullstack Developer,1,Junior,Java,24000,English,1000+,University
21,Male,Nizhny Novgorod,Mobile Developer,1,Junior,Kotlin,24000,Russian,51-100,Outsourcing
21,Male,Saint-Petersburg,Backend Developer,1,Middle,Java,24000,Russian,1000+,Outsourcing
33,Female,Berlin,Business Analyst,1,Junior,PostgreSQL,24000,English,1000+,Startup
24,Male,Boeblingen,Software Engineer,1,Junior,Java,23500,English,Nov-50,Product
24,Male,Berlin,ML Engineer,1,Junior,Python,23000,English,Nov-50,Consulting
29,Female,Berlin,Data Scientist,0,intern,Python,22000,English,1000+,Product
29,Male,Barcelona,Data Scientist,0,Junior,Python,22000,English,51-100,Product
28,Male,Berlin,ML Engineer,0,Junior,Python,21600,English,Nov-50,Startup
25,Male,Stuttgart,Data Scientist,0,Junior,Python,21600,German,1000+,Handel
27,Male,Hamburg,Backend Developer,0,Junior,Python,21120,English,up to 10,Startup
27,Male,Berlin,Data Engineer,0,Junior,Python,21000,German,1000+,Consulting
46,Male,Berlin,DevOps,0,Junior,Kubernetes,20000,Deutsch,51-100,Product
30,Female,Munich,Data Scientist,0,Junior,Python,20000,Deutsch,51-100,Product
41,Male,Munich,Backend Developer,0,Junior,Java,20000,English,1000+,Product
30,Female,Marburg,Fullstack Developer,0,Junior,Java,20000,Deutsch,Nov-50,Product
32,Male,Frankfurt,Data Scientist,0,Junior,Python,20000,English,51-100,Consulting
